id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,basement,showers,electricity,school_1mi
13923,20140924T000000,302000.0,5.0,2.0,1540.0,9629,1.0,0.0,0.0,4.0,7.0,1540.0,?,1960.0,0.0,98059.0,47.4915,-122.14299999999999,2260.0,9600.0,0.0,2.0,1.0,?
13924,20140813T000000,870000.0,3.0,2.5,3210.0,8630,2.0,0.0,0.0,4.0,10.0,2530.0,680,1990.0,0.0,98033.0,47.6939,-122.189,2630.0,8630.0,1.0,3.0,1.0,1.0
13925,20141007T000000,485000.0,3.0,1.0,1130.0,5758,1.0,0.0,0.0,3.0,7.0,960.0,170,1939.0,0.0,98199.0,47.6413,-122.40100000000001,1510.0,6000.0,1.0,1.0,1.0,1.0
13926,20150205T000000,240000.0,3.0,2.0,1460.0,7526,1.0,0.0,0.0,3.0,7.0,1460.0,?,1968.0,0.0,98003.0,47.3463,-122.304,1580.0,7526.0,0.0,2.0,1.0,?
13927,20141022T000000,383000.0,3.0,1.75,1410.0,7215,1.0,0.0,0.0,3.0,7.0,1410.0,?,1967.0,0.0,98034.0,47.7343,-122.193,1550.0,7600.0,0.0,2.0,1.0,1.0
13928,20140626T000000,750000.0,4.0,2.75,1750.0,5080,1.5,0.0,0.0,?,8.0,1750.0,?,1903.0,0.0,98122.0,47.6143,-122.305,1700.0,4572.0,0.0,3.0,1.0,1.0
13929,20140603T000000,409950.0,2.0,1.75,1370.0,5125,1.0,0.0,0.0,5.0,6.0,1370.0,?,1944.0,0.0,98103.0,47.6926,-122.346,1200.0,5100.0,0.0,2.0,1.0,1.0
13930,20140521T000000,246000.0,3.0,1.5,1780.0,23819,1.0,0.0,0.0,?,7.0,1780.0,?,1953.0,0.0,98168.0,47.4912,-122.31200000000001,1130.0,14450.0,0.0,2.0,1.0,1.0
13931,20150403T000000,860000.0,4.0,1.75,1890.0,4500,2.0,0.0,0.0,5.0,7.0,1490.0,400,1937.0,0.0,98115.0,47.6751,-122.289,1890.0,5000.0,1.0,2.0,1.0,1.0
13932,20140507T000000,339950.0,3.0,2.25,1630.0,12295,2.0,0.0,0.0,4.0,7.0,1630.0,?,1985.0,0.0,98058.0,47.4279,-122.161,1730.0,9948.0,0.0,2.0,1.0,1.0
13933,20140509T000000,315000.0,5.0,1.75,2320.0,8100,1.0,0.0,0.0,4.0,7.0,1160.0,1160,1956.0,0.0,98166.0,47.4631,-122.34100000000001,1410.0,7271.0,1.0,2.0,1.0,1.0
13934,20140813T000000,698000.0,3.0,2.5,2580.0,4636,2.0,0.0,0.0,3.0,9.0,2580.0,?,2006.0,0.0,98074.0,47.6201,-122.025,2480.0,4500.0,0.0,3.0,1.0,1.0
13935,20140822T000000,419000.0,2.0,2.5,1470.0,2034,2.0,0.0,0.0,4.0,8.0,1470.0,?,1985.0,0.0,98007.0,47.6213,-122.15299999999999,1510.0,2055.0,0.0,3.0,1.0,1.0
13936,20150122T000000,372000.0,3.0,1.0,2298.0,10140,1.0,0.0,0.0,?,7.0,2298.0,?,1969.0,0.0,98052.0,47.6909,-122.083,2580.0,24724.0,0.0,1.0,1.0,1.0
13937,20140911T000000,425000.0,3.0,2.5,1960.0,4709,2.0,0.0,0.0,3.0,7.0,1960.0,?,2003.0,0.0,98065.0,47.5322,-121.87100000000001,1700.0,4444.0,0.0,3.0,1.0,1.0
13938,20140724T000000,386500.0,3.0,2.25,2950.0,8036,1.5,0.0,0.0,3.0,8.0,1950.0,1000,1963.0,0.0,98125.0,47.7239,-122.31299999999999,2060.0,7200.0,1.0,2.0,1.0,1.0
13939,20141117T000000,348000.0,2.0,1.0,670.0,7312,1.0,0.0,0.0,?,5.0,670.0,?,1942.0,0.0,98125.0,47.7145,-122.285,860.0,8242.0,0.0,1.0,1.0,1.0
13940,20150424T000000,754000.0,5.0,3.5,3020.0,15305,2.0,0.0,0.0,?,10.0,2230.0,790,1978.0,0.0,98040.0,47.5627,-122.21600000000001,3680.0,14486.0,1.0,4.0,1.0,1.0
13941,20141215T000000,269950.0,4.0,3.0,2390.0,7309,2.0,0.0,0.0,4.0,7.0,2390.0,?,1944.0,1981.0,98002.0,47.294,-122.21799999999999,930.0,7308.0,0.0,3.0,1.0,1.0
13942,20141211T000000,891500.0,3.0,2.5,3090.0,20785,2.0,0.0,0.0,4.0,10.0,3090.0,?,1991.0,0.0,98075.0,47.5602,-122.03,3400.0,7566.0,0.0,3.0,1.0,1.0
13943,20141009T000000,349950.0,4.0,1.75,1780.0,5000,1.0,0.0,0.0,5.0,7.0,890.0,890,1903.0,0.0,98108.0,47.5329,-122.292,1860.0,5000.0,1.0,2.0,1.0,1.0
13944,20140509T000000,360000.0,2.0,1.0,1420.0,81892,1.0,0.0,0.0,3.0,7.0,1180.0,240,1956.0,0.0,98055.0,47.4342,-122.195,1490.0,1863.0,1.0,1.0,1.0,1.0
13945,20141209T000000,975000.0,4.0,2.25,2420.0,15482,2.0,0.0,0.0,4.0,8.0,2420.0,?,1925.0,1997.0,98004.0,47.5907,-122.196,2870.0,13905.0,0.0,2.0,1.0,1.0
13946,20140505T000000,449250.0,4.0,2.0,1480.0,3844,1.5,0.0,0.0,5.0,7.0,1480.0,?,1928.0,0.0,98133.0,47.7042,-122.352,1480.0,3844.0,0.0,2.0,1.0,?
13947,20141201T000000,350000.0,4.0,2.25,2190.0,3850,2.0,0.0,0.0,3.0,7.0,2190.0,?,2006.0,0.0,98059.0,47.4854,-122.16,1900.0,3850.0,0.0,2.0,1.0,1.0
13948,20150401T000000,790000.0,4.0,1.75,1820.0,6137,1.5,0.0,3.0,4.0,7.0,1690.0,130,1911.0,0.0,98107.0,47.6681,-122.36,2130.0,5100.0,1.0,2.0,1.0,1.0
13949,20140909T000000,990000.0,3.0,1.75,1810.0,24586,1.0,0.0,4.0,4.0,9.0,930.0,880,1983.0,0.0,98040.0,47.5314,-122.22200000000001,3540.0,14200.0,1.0,2.0,1.0,1.0
13950,20141201T000000,834000.0,3.0,2.25,2550.0,4089,2.0,0.0,0.0,?,9.0,2550.0,?,1983.0,0.0,98112.0,47.6272,-122.29700000000001,1680.0,4089.0,0.0,2.0,1.0,?
13951,20140814T000000,466950.0,3.0,1.0,1360.0,3880,1.0,0.0,0.0,?,7.0,1060.0,300,1963.0,0.0,98117.0,47.6837,-122.391,1110.0,3880.0,1.0,1.0,1.0,1.0
13952,20140717T000000,262500.0,3.0,1.75,2259.0,26831,1.5,0.0,3.0,5.0,7.0,1491.0,768,1908.0,0.0,98001.0,47.2741,-122.266,1980.0,15794.0,1.0,2.0,1.0,1.0
13953,20140506T000000,762300.0,4.0,2.5,3880.0,14550,2.0,0.0,0.0,3.0,10.0,3880.0,?,1987.0,0.0,98074.0,47.6378,-122.04,3240.0,14045.0,0.0,3.0,1.0,1.0
13954,20150126T000000,733000.0,6.0,2.75,2730.0,5000,1.0,0.0,0.0,3.0,8.0,1780.0,950,1962.0,0.0,98107.0,47.6751,-122.38,2090.0,5000.0,1.0,3.0,1.0,1.0
13955,20150414T000000,439000.0,4.0,2.5,2800.0,17279,1.0,0.0,2.0,3.0,7.0,1560.0,1240,1957.0,0.0,98028.0,47.7596,-122.26899999999999,3060.0,13423.0,1.0,3.0,1.0,1.0
13956,20141112T000000,1160000.0,5.0,3.25,4290.0,7019,2.5,0.0,0.0,4.0,10.0,3590.0,700,1927.0,0.0,98112.0,47.6439,-122.302,1920.0,4000.0,1.0,3.0,1.0,1.0
13957,20141008T000000,420000.0,3.0,2.5,1770.0,3993,2.0,0.0,0.0,3.0,8.0,1770.0,?,1999.0,0.0,98074.0,47.6027,-122.02,1820.0,4046.0,0.0,3.0,1.0,?
13958,20140718T000000,549000.0,3.0,2.25,1920.0,10961,2.0,0.0,0.0,3.0,8.0,1920.0,?,1981.0,0.0,98074.0,47.6432,-122.057,2000.0,10706.0,0.0,2.0,1.0,1.0
13959,20140826T000000,518000.0,4.0,2.5,2320.0,4000,1.5,0.0,0.0,5.0,8.0,1510.0,810,1905.0,0.0,98122.0,47.6048,-122.29799999999999,1490.0,4500.0,1.0,3.0,1.0,?
13960,20140603T000000,695000.0,4.0,2.5,2961.0,12146,2.0,0.0,0.0,?,9.0,2961.0,?,1998.0,0.0,98075.0,47.5839,-122.052,2620.0,17749.0,0.0,3.0,1.0,1.0
13961,20150105T000000,485000.0,3.0,2.5,1680.0,7385,2.0,0.0,0.0,?,8.0,1680.0,?,1988.0,0.0,98074.0,47.6194,-122.041,1970.0,7470.0,0.0,2.0,1.0,1.0
13962,20140603T000000,280000.0,3.0,1.75,1590.0,27200,1.5,0.0,0.0,4.0,6.0,1590.0,?,1926.0,0.0,98038.0,47.4238,-122.052,1820.0,74052.0,0.0,2.0,1.0,1.0
13963,20150507T000000,306500.0,2.0,1.0,1420.0,16400,1.5,0.0,0.0,4.0,6.0,1420.0,?,1943.0,0.0,98023.0,47.3221,-122.344,1900.0,16400.0,0.0,1.0,1.0,1.0
13964,20150321T000000,720000.0,2.0,1.0,1370.0,9460,1.0,0.0,0.0,?,6.0,1370.0,?,1950.0,0.0,98004.0,47.6238,-122.191,1690.0,9930.0,0.0,1.0,1.0,1.0
13965,20141118T000000,277500.0,3.0,2.5,2620.0,4558,2.0,0.0,3.0,?,7.0,2620.0,?,2010.0,0.0,98022.0,47.1944,-121.97399999999999,1670.0,4558.0,0.0,3.0,1.0,1.0
13966,20140905T000000,649000.0,3.0,2.0,1810.0,17006,2.0,1.0,4.0,3.0,8.0,1810.0,?,1913.0,1987.0,98166.0,47.4663,-122.369,2180.0,24911.0,0.0,2.0,1.0,1.0
13967,20150303T000000,3395000.0,4.0,3.5,4730.0,47870,1.0,1.0,4.0,?,10.0,2940.0,1790,1954.0,0.0,98033.0,47.6967,-122.21600000000001,3250.0,49346.0,1.0,4.0,1.0,?
13968,20140514T000000,267800.0,2.0,1.0,700.0,6000,1.0,0.0,0.0,4.0,6.0,700.0,?,1949.0,0.0,98155.0,47.7515,-122.316,920.0,6000.0,0.0,1.0,1.0,1.0
13969,20150325T000000,625000.0,4.0,2.75,2390.0,6979,2.0,0.0,0.0,?,8.0,2390.0,?,1993.0,0.0,98029.0,47.5703,-121.99600000000001,2090.0,6321.0,0.0,3.0,1.0,1.0
13970,20140917T000000,600000.0,4.0,2.5,2070.0,8127,1.5,0.0,0.0,?,9.0,1590.0,480,1924.0,2003.0,98125.0,47.7316,-122.289,2050.0,8131.0,1.0,2.0,1.0,1.0
13971,20141017T000000,395000.0,4.0,2.0,1780.0,8149,1.5,0.0,0.0,4.0,7.0,1780.0,?,1948.0,0.0,98155.0,47.745,-122.302,1180.0,8149.0,0.0,2.0,1.0,1.0
13972,20150427T000000,212000.0,4.0,2.5,1900.0,21780,1.5,0.0,0.0,?,7.0,1900.0,?,1940.0,1987.0,98198.0,47.3776,-122.314,1240.0,9166.0,0.0,3.0,1.0,1.0
13973,20141212T000000,425000.0,2.0,1.0,1040.0,4040,1.0,0.0,0.0,3.0,7.0,940.0,100,1928.0,0.0,98117.0,47.6829,-122.39299999999999,1420.0,4040.0,1.0,1.0,1.0,1.0
13974,20150511T000000,870000.0,4.0,1.75,2370.0,5000,1.5,0.0,2.0,?,8.0,1770.0,600,1919.0,0.0,98103.0,47.6779,-122.35700000000001,2100.0,4550.0,1.0,2.0,1.0,1.0
13975,20150325T000000,420000.0,3.0,2.5,1970.0,3667,2.0,0.0,0.0,?,7.0,1970.0,?,2004.0,0.0,98065.0,47.5321,-121.851,1970.0,3739.0,0.0,3.0,1.0,1.0
13976,20150403T000000,800000.0,4.0,2.25,2120.0,9921,2.0,0.0,0.0,?,8.0,2120.0,?,1981.0,0.0,98027.0,47.5593,-122.08200000000001,1890.0,7845.0,0.0,2.0,1.0,1.0
13977,20150506T000000,575000.0,3.0,2.5,1960.0,9535,2.0,0.0,0.0,3.0,8.0,1960.0,?,1989.0,0.0,98011.0,47.7371,-122.215,2520.0,9206.0,0.0,2.0,1.0,?
13978,20140620T000000,915000.0,3.0,3.25,2660.0,4000,2.0,0.0,0.0,3.0,9.0,2170.0,490,2003.0,0.0,98122.0,47.6186,-122.288,2660.0,4000.0,1.0,3.0,1.0,1.0
13979,20140903T000000,400000.0,3.0,2.25,1180.0,14258,2.0,0.0,0.0,3.0,7.0,1180.0,?,1987.0,0.0,98034.0,47.7112,-122.238,1860.0,10390.0,0.0,2.0,1.0,1.0
13980,20140502T000000,750000.0,3.0,2.5,2390.0,6550,1.0,0.0,2.0,4.0,8.0,1440.0,950,1955.0,0.0,98116.0,47.5714,-122.40799999999999,2010.0,6550.0,1.0,3.0,1.0,1.0
13981,20141103T000000,235000.0,3.0,1.0,1250.0,7592,1.0,0.0,0.0,5.0,7.0,1250.0,?,1961.0,0.0,98042.0,47.3604,-122.111,1250.0,7592.0,0.0,1.0,1.0,?
13982,20141112T000000,599950.0,5.0,3.0,2600.0,13674,1.0,0.0,0.0,5.0,8.0,1300.0,1300,1967.0,0.0,98125.0,47.7176,-122.302,2150.0,7800.0,1.0,3.0,1.0,1.0
13983,20150327T000000,481203.0,2.0,1.0,940.0,3800,1.0,0.0,0.0,?,7.0,940.0,?,1929.0,0.0,98115.0,47.6798,-122.292,1680.0,3800.0,0.0,1.0,1.0,1.0
13984,20140619T000000,1815000.0,5.0,3.0,3880.0,13000,2.0,0.0,0.0,?,10.0,3880.0,?,1972.0,2003.0,98040.0,47.5467,-122.234,3470.0,13701.0,0.0,3.0,1.0,1.0
13985,20140709T000000,379000.0,3.0,2.5,1530.0,2913,2.0,0.0,0.0,4.0,7.0,1530.0,?,1986.0,0.0,98033.0,47.6939,-122.184,1370.0,3783.0,0.0,3.0,1.0,1.0
13986,20140626T000000,626000.0,3.0,1.75,2430.0,5000,2.0,0.0,0.0,4.0,7.0,1760.0,670,1945.0,0.0,98117.0,47.6785,-122.37200000000001,1320.0,4062.0,1.0,2.0,1.0,1.0
13987,20140521T000000,535000.0,2.0,1.0,1030.0,4841,1.0,0.0,0.0,?,7.0,920.0,110,1939.0,0.0,98103.0,47.68600000000001,-122.34100000000001,1530.0,4944.0,1.0,1.0,1.0,1.0
13988,20140609T000000,1225000.0,4.0,2.5,2740.0,16007,2.0,0.0,0.0,3.0,9.0,2740.0,?,1984.0,0.0,98039.0,47.6353,-122.229,2760.0,16008.0,0.0,2.0,1.0,1.0
13989,20140724T000000,410000.0,2.0,1.5,1180.0,1034,2.0,0.0,0.0,?,7.0,1120.0,60,2001.0,0.0,98115.0,47.678000000000004,-122.322,1137.0,1034.0,1.0,2.0,1.0,1.0
13990,20150210T000000,940000.0,4.0,2.5,3090.0,9238,1.0,0.0,3.0,4.0,8.0,1680.0,1410,1967.0,0.0,98006.0,47.5654,-122.163,2690.0,8500.0,1.0,3.0,1.0,1.0
13991,20140721T000000,326250.0,3.0,1.0,1060.0,9663,1.0,0.0,0.0,?,7.0,1060.0,?,1967.0,0.0,98034.0,47.7244,-122.226,1320.0,10162.0,0.0,1.0,1.0,1.0
13992,20140905T000000,200000.0,2.0,1.0,790.0,5985,1.0,0.0,0.0,?,6.0,790.0,?,1944.0,0.0,98178.0,47.4941,-122.24,1030.0,5985.0,0.0,1.0,1.0,1.0
13993,20140813T000000,880000.0,4.0,2.5,3070.0,8250,1.0,0.0,0.0,5.0,8.0,2100.0,970,1958.0,0.0,98005.0,47.5935,-122.17200000000001,2270.0,8800.0,1.0,3.0,1.0,1.0
13994,20141103T000000,370000.0,2.0,2.0,2100.0,58488,2.0,0.0,0.0,?,9.0,2100.0,?,2005.0,0.0,98014.0,47.72,-121.402,1440.0,59346.0,0.0,2.0,1.0,1.0
13995,20140801T000000,190000.0,2.0,2.5,1100.0,1737,2.0,0.0,0.0,3.0,8.0,1100.0,?,2006.0,0.0,98055.0,47.4499,-122.189,1610.0,2563.0,0.0,3.0,1.0,1.0
13996,20150129T000000,160000.0,2.0,1.0,1070.0,4200,1.0,0.0,0.0,4.0,6.0,1070.0,?,1983.0,0.0,98002.0,47.3336,-122.215,1150.0,4200.0,0.0,1.0,1.0,1.0
13997,20140823T000000,625000.0,4.0,3.0,2190.0,12825,1.0,0.0,0.0,3.0,9.0,1520.0,670,1989.0,0.0,98034.0,47.7107,-122.229,3050.0,4673.0,1.0,3.0,1.0,1.0
13998,20150507T000000,590000.0,4.0,3.5,3450.0,6873,2.0,0.0,0.0,3.0,10.0,2750.0,700,2004.0,0.0,98058.0,47.458999999999996,-122.118,3450.0,6873.0,1.0,3.0,1.0,1.0
13999,20140805T000000,575000.0,3.0,2.5,2070.0,3599,2.0,0.0,0.0,3.0,8.0,2070.0,?,1999.0,0.0,98033.0,47.6679,-122.165,2070.0,6844.0,0.0,2.0,1.0,1.0
14000,20141013T000000,470000.0,2.0,1.0,1190.0,5200,1.0,0.0,0.0,5.0,7.0,1190.0,?,1912.0,0.0,98103.0,47.6939,-122.348,1550.0,5100.0,0.0,1.0,1.0,?
14001,20150311T000000,130000.0,2.0,1.0,600.0,1500,1.0,0.0,0.0,4.0,4.0,600.0,?,1900.0,0.0,98027.0,47.5289,-122.03299999999999,1130.0,6000.0,0.0,1.0,1.0,?
14002,20150421T000000,229000.0,3.0,1.0,940.0,8400,1.0,0.0,0.0,?,7.0,940.0,?,1958.0,0.0,98056.0,47.5108,-122.165,1190.0,8400.0,0.0,1.0,1.0,1.0
14003,20140822T000000,279900.0,3.0,1.0,1280.0,12928,1.5,0.0,0.0,3.0,6.0,1280.0,?,1942.0,0.0,98023.0,47.3215,-122.399,1610.0,19467.0,0.0,1.0,1.0,1.0
14004,20140519T000000,307000.0,3.0,1.0,1370.0,7500,1.0,0.0,0.0,3.0,7.0,1370.0,?,1960.0,0.0,98014.0,47.6499,-121.915,1160.0,7500.0,0.0,1.0,1.0,1.0
14005,20141023T000000,399950.0,3.0,1.75,2450.0,15001,1.0,0.0,0.0,3.0,7.0,1980.0,470,1989.0,0.0,98014.0,47.6957,-121.913,1790.0,15323.0,1.0,2.0,1.0,1.0
14006,20140801T000000,405000.0,4.0,2.25,1970.0,15743,1.0,0.0,0.0,3.0,7.0,1370.0,600,1962.0,0.0,98011.0,47.7673,-122.20200000000001,2390.0,11336.0,1.0,2.0,1.0,1.0
14007,20141007T000000,539950.0,4.0,2.75,2910.0,9000,1.0,0.0,0.0,4.0,8.0,2130.0,780,1966.0,0.0,98006.0,47.544,-122.176,1970.0,9000.0,1.0,3.0,1.0,1.0
14008,20141107T000000,129000.0,2.0,1.0,760.0,5240,1.0,0.0,0.0,?,6.0,760.0,?,1949.0,0.0,98032.0,47.388000000000005,-122.234,980.0,5080.0,0.0,1.0,1.0,1.0
14009,20140917T000000,340000.0,3.0,1.75,1270.0,8422,1.0,0.0,0.0,?,7.0,1270.0,?,1967.0,0.0,98011.0,47.7601,-122.197,1470.0,8500.0,0.0,2.0,1.0,?
14010,20140611T000000,214950.0,3.0,1.75,1570.0,4875,1.0,0.0,0.0,4.0,7.0,1310.0,260,1977.0,0.0,98042.0,47.3621,-122.094,1380.0,5200.0,1.0,2.0,1.0,1.0
14011,20140625T000000,450000.0,4.0,2.75,2310.0,5650,1.0,0.0,2.0,?,8.0,1330.0,980,1952.0,2012.0,98118.0,47.513000000000005,-122.25200000000001,2300.0,5650.0,1.0,3.0,1.0,1.0
14012,20150304T000000,515000.0,3.0,1.75,1900.0,5000,1.0,0.0,0.0,4.0,7.0,950.0,950,1925.0,0.0,98106.0,47.5677,-122.363,1420.0,5000.0,1.0,2.0,1.0,1.0
14013,20140822T000000,1400000.0,4.0,2.25,3780.0,5160,2.0,0.0,0.0,4.0,9.0,2510.0,1270,1907.0,0.0,98112.0,47.6275,-122.30799999999999,2740.0,5160.0,1.0,2.0,1.0,1.0
14014,20140626T000000,230000.0,3.0,1.0,1060.0,9946,1.0,0.0,0.0,4.0,7.0,1060.0,?,1956.0,0.0,98188.0,47.4432,-122.28200000000001,1310.0,10619.0,0.0,1.0,1.0,1.0
14015,20140707T000000,681000.0,3.0,1.75,1880.0,10032,1.0,0.0,0.0,4.0,8.0,1880.0,?,1984.0,0.0,98006.0,47.5527,-122.16,2430.0,9732.0,0.0,2.0,1.0,1.0
14016,20140929T000000,255000.0,3.0,1.0,1160.0,8636,1.0,0.0,0.0,3.0,6.0,1160.0,?,1923.0,0.0,98146.0,47.5097,-122.35700000000001,1300.0,8636.0,0.0,1.0,1.0,1.0
14017,20150313T000000,580000.0,2.0,1.0,860.0,4013,1.0,0.0,0.0,?,7.0,860.0,?,1925.0,0.0,98103.0,47.6652,-122.338,1490.0,4013.0,0.0,1.0,1.0,1.0
14018,20150317T000000,295000.0,2.0,2.0,1590.0,8000,1.0,0.0,0.0,?,7.0,910.0,680,1984.0,0.0,98055.0,47.458999999999996,-122.205,1590.0,8364.0,1.0,2.0,1.0,1.0
14019,20140730T000000,286000.0,2.0,1.0,1170.0,6543,1.0,0.0,0.0,3.0,7.0,1170.0,?,1913.0,0.0,98136.0,47.537,-122.385,1550.0,7225.0,0.0,1.0,1.0,1.0
14020,20150108T000000,425000.0,3.0,1.5,1190.0,8100,1.0,0.0,0.0,3.0,7.0,830.0,360,1947.0,0.0,98125.0,47.7146,-122.311,1256.0,8100.0,1.0,1.0,1.0,1.0
14021,20141212T000000,170000.0,2.0,1.0,1300.0,11400,1.0,0.0,0.0,3.0,7.0,1300.0,?,1961.0,0.0,98003.0,47.3459,-122.29899999999999,1360.0,9750.0,0.0,1.0,1.0,1.0
14022,20140528T000000,380000.0,3.0,2.0,1660.0,8281,1.0,0.0,0.0,3.0,7.0,1660.0,?,1949.0,0.0,98136.0,47.5568,-122.382,1660.0,7559.0,0.0,2.0,1.0,1.0
14023,20150506T000000,506000.0,3.0,2.0,1160.0,6120,1.0,0.0,0.0,3.0,7.0,1160.0,?,1947.0,0.0,98115.0,47.6853,-122.29299999999999,1150.0,5100.0,0.0,2.0,1.0,1.0
14024,20140922T000000,315000.0,3.0,2.5,1950.0,9618,2.0,0.0,0.0,3.0,7.0,1950.0,?,1992.0,0.0,98031.0,47.4068,-122.18,1890.0,7133.0,0.0,3.0,1.0,1.0
14025,20140617T000000,449950.0,4.0,2.5,2470.0,3811,2.0,0.0,0.0,3.0,8.0,2470.0,?,1999.0,0.0,98065.0,47.5362,-121.87700000000001,2400.0,4266.0,0.0,3.0,1.0,1.0
14026,20150331T000000,255000.0,3.0,1.0,1430.0,12420,1.0,0.0,0.0,?,7.0,1430.0,?,1964.0,0.0,98056.0,47.5116,-122.191,1900.0,10350.0,0.0,1.0,1.0,1.0
14027,20140624T000000,289000.0,3.0,2.5,1970.0,9607,2.0,0.0,0.0,?,7.0,1090.0,880,1988.0,0.0,98001.0,47.3462,-122.286,2020.0,9608.0,1.0,2.0,1.0,1.0
14028,20140828T000000,389000.0,3.0,1.75,1400.0,10018,1.0,0.0,0.0,4.0,7.0,1400.0,?,1962.0,0.0,98027.0,47.5327,-122.03200000000001,1350.0,9300.0,0.0,2.0,1.0,1.0
14029,20140721T000000,327000.0,3.0,1.5,1510.0,344124,1.0,0.0,2.0,4.0,7.0,1510.0,?,1964.0,0.0,98022.0,47.2156,-122.029,1750.0,169884.0,0.0,2.0,1.0,1.0
14030,20140926T000000,2885000.0,7.0,3.0,5350.0,14400,2.5,0.0,0.0,4.0,10.0,5020.0,330,1910.0,0.0,98112.0,47.6295,-122.285,3050.0,7469.0,1.0,3.0,1.0,1.0
14031,20140714T000000,210000.0,3.0,1.0,920.0,6612,1.0,0.0,0.0,?,6.0,920.0,?,1948.0,0.0,98118.0,47.548,-122.28399999999999,1860.0,8424.0,0.0,1.0,1.0,1.0
14032,20141125T000000,1680000.0,4.0,3.75,7620.0,29536,2.0,0.0,3.0,?,11.0,5980.0,1640,2005.0,0.0,98006.0,47.5571,-122.14,2840.0,20809.0,1.0,4.0,1.0,1.0
14033,20141229T000000,360000.0,4.0,2.5,2490.0,4751,2.0,0.0,0.0,3.0,7.0,2490.0,?,2001.0,0.0,98056.0,47.4813,-122.18799999999999,2510.0,5233.0,0.0,3.0,1.0,1.0
14034,20150427T000000,875000.0,4.0,2.5,3030.0,16000,2.0,0.0,0.0,3.0,11.0,3030.0,?,1990.0,0.0,98077.0,47.7125,-122.081,3670.0,16641.0,0.0,2.0,1.0,1.0
14035,20141104T000000,550000.0,4.0,2.25,1650.0,7200,1.0,0.0,0.0,3.0,8.0,1650.0,?,1967.0,0.0,98008.0,47.6384,-122.116,2180.0,7950.0,0.0,2.0,1.0,1.0
14036,20140717T000000,257500.0,3.0,1.5,1210.0,12500,1.0,0.0,0.0,3.0,7.0,1210.0,?,1962.0,0.0,98146.0,47.503,-122.351,1210.0,12500.0,0.0,2.0,1.0,1.0
14037,20141210T000000,1075000.0,4.0,2.75,2990.0,7389,1.5,0.0,0.0,4.0,8.0,2090.0,900,1923.0,0.0,98144.0,47.5711,-122.28399999999999,2510.0,6157.0,1.0,3.0,1.0,1.0
14038,20141028T000000,202950.0,2.0,1.0,1060.0,5144,1.0,0.0,0.0,5.0,6.0,1060.0,?,1969.0,0.0,98042.0,47.3613,-122.088,1130.0,5200.0,0.0,1.0,1.0,1.0
14039,20141030T000000,622000.0,4.0,1.75,2680.0,6120,1.0,0.0,0.0,5.0,8.0,1340.0,1340,1959.0,0.0,98117.0,47.6965,-122.39299999999999,2320.0,6840.0,1.0,2.0,1.0,1.0
14040,20150213T000000,455000.0,4.0,1.75,1790.0,45738,1.0,0.0,0.0,?,8.0,1410.0,380,1976.0,0.0,98072.0,47.7453,-122.12899999999999,1870.0,47480.0,1.0,2.0,1.0,1.0
14041,20141117T000000,805000.0,3.0,2.5,2690.0,17461,2.0,0.0,3.0,?,10.0,2690.0,?,1997.0,0.0,98074.0,47.653999999999996,-122.088,3610.0,16887.0,0.0,2.0,1.0,?
14042,20140908T000000,257000.0,2.0,1.0,770.0,9497,1.0,0.0,0.0,3.0,6.0,770.0,?,1950.0,0.0,98133.0,47.7407,-122.351,1550.0,7532.0,0.0,1.0,1.0,1.0
14043,20140625T000000,744500.0,5.0,2.5,2700.0,16570,1.0,0.0,0.0,4.0,8.0,1750.0,950,1967.0,0.0,98005.0,47.6144,-122.167,2570.0,11840.0,1.0,3.0,1.0,1.0
14044,20150413T000000,885000.0,4.0,2.5,2620.0,9157,2.0,0.0,0.0,?,8.0,2620.0,?,1996.0,0.0,98033.0,47.6916,-122.20299999999999,2240.0,7405.0,0.0,2.0,1.0,1.0
14045,20140624T000000,355000.0,2.0,2.25,930.0,747,2.0,0.0,0.0,3.0,8.0,630.0,300,2007.0,0.0,98144.0,47.5844,-122.316,940.0,6000.0,1.0,2.0,1.0,1.0
14046,20140820T000000,240000.0,3.0,1.0,1340.0,7000,1.0,0.0,0.0,4.0,7.0,1340.0,?,1978.0,0.0,98042.0,47.3742,-122.149,1850.0,7904.0,0.0,1.0,1.0,1.0
14047,20140819T000000,169000.0,3.0,1.5,1470.0,18459,2.0,0.0,0.0,4.0,6.0,1470.0,?,1916.0,0.0,98023.0,47.3302,-122.36,1750.0,16074.0,0.0,2.0,1.0,1.0
14048,20150328T000000,639900.0,3.0,2.5,2330.0,4160,2.0,0.0,0.0,4.0,8.0,2330.0,?,1992.0,0.0,98052.0,47.6367,-122.109,2940.0,4500.0,0.0,2.0,1.0,?
14049,20140604T000000,292000.0,3.0,1.75,1730.0,11325,1.0,0.0,0.0,5.0,7.0,1730.0,?,1972.0,0.0,98031.0,47.3921,-122.182,2030.0,17859.0,0.0,2.0,1.0,1.0
14050,20140922T000000,563500.0,4.0,2.5,2780.0,7838,2.0,0.0,3.0,3.0,9.0,2780.0,?,2004.0,0.0,98065.0,47.5312,-121.861,3160.0,7848.0,0.0,2.0,1.0,?
